taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,GOLD Analysis Project Type,GOLD Sequencing Project ID,Geographic Location,Latitude,Longitude,Oxygen Concentration,pH,Salinity,Salinity Concentration,Sample Collection Temperature,Genome Size   * assembled,Gene Count   * assembled,Genome Bin Count   * assembled,temperature_num,pH_num,pH_low,pH_high,pH_avg,pH_range
3300018242,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - bacterium_unknown_SCGC_AG-650-A21",DOE Joint Genome Institute (JGI),3300018242.0,Metagenome - Single Particle Sort,Gp0212780,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,757790,806,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018245,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - bacterium_unknown_SCGC_AG-650-B18",DOE Joint Genome Institute (JGI),3300018245.0,Metagenome - Single Particle Sort,Gp0212791,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,695218,808,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018248,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Acidobacteria_bacterium_SCGC_AG-650-D16",DOE Joint Genome Institute (JGI),3300018248.0,Metagenome - Single Particle Sort,Gp0212732,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,845858,821,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018249,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - AC1_bacterium_SCGC_AG-650-K06",DOE Joint Genome Institute (JGI),3300018249.0,Metagenome - Single Particle Sort,Gp0212731,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,757462,753,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018252,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - archaeum_unknown_SCGC_AG-650-D21",DOE Joint Genome Institute (JGI),3300018252.0,Metagenome - Single Particle Sort,Gp0212751,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,745642,776,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018253,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Chlorobiales_bacterium_SCGC_AG-650-D14",DOE Joint Genome Institute (JGI),3300018253.0,Metagenome - Single Particle Sort,Gp0212888,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,944284,850,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018255,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - bacterium_unknown_SCGC_AG-650-J17",DOE Joint Genome Institute (JGI),3300018255.0,Metagenome - Single Particle Sort,Gp0212844,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,909867,908,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018256,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - bacterium_unknown_SCGC_AG-650-B17",DOE Joint Genome Institute (JGI),3300018256.0,Metagenome - Single Particle Sort,Gp0212790,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,918722,871,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018257,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring sediment in Zodletone spring, Oklahoma, USA - uncultured microorganism JGI MDM2 ZSSED05-1-M14",DOE Joint Genome Institute (JGI),3300018257.0,Metagenome - Single Particle Sort,Gp0211383,USA: Oklahoma,34.9956,-98.6889,0-4 uM,7.5,,0.16-0.22 M,10 C,817340,888,0.0,10.0,7.5,7.5,7.5,7.5,0.0
3300018258,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Ignavibacteria_bacterium_SCGC_AG-650-G21",DOE Joint Genome Institute (JGI),3300018258.0,Metagenome - Single Particle Sort,Gp0212893,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,869539,803,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018259,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - bacterium_unknown_SCGC_AG-650-C09",DOE Joint Genome Institute (JGI),3300018259.0,Metagenome - Single Particle Sort,Gp0212799,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,865227,806,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018260,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Ignavibacteria_bacterium_SCGC_AG-650-G19",DOE Joint Genome Institute (JGI),3300018260.0,Metagenome - Single Particle Sort,Gp0212892,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1034377,938,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018263,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - bacterium_unknown_SCGC_AG-650-I16",DOE Joint Genome Institute (JGI),3300018263.0,Metagenome - Single Particle Sort,Gp0212837,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,942028,914,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018265,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Lentisphaerae_bacterium_SCGC_AG-650-F13",DOE Joint Genome Institute (JGI),3300018265.0,Metagenome - Single Particle Sort,Gp0212914,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,862325,847,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018266,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - bacterium_unknown_SCGC_AG-650-C20",DOE Joint Genome Institute (JGI),3300018266.0,Metagenome - Single Particle Sort,Gp0212805,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,935337,933,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018267,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - bacterium_unknown_SCGC_AG-650-D18",DOE Joint Genome Institute (JGI),3300018267.0,Metagenome - Single Particle Sort,Gp0212810,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,920789,892,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018268,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - bacterium_unknown_SCGC_AG-650-G14",DOE Joint Genome Institute (JGI),3300018268.0,Metagenome - Single Particle Sort,Gp0212827,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,936261,939,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018269,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - archaeum_unknown_SCGC_AG-650-P22",DOE Joint Genome Institute (JGI),3300018269.0,Metagenome - Single Particle Sort,Gp0212760,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,875689,996,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018270,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - bacterium_unknown_SCGC_AG-650-G03",DOE Joint Genome Institute (JGI),3300018270.0,Metagenome - Single Particle Sort,Gp0212826,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,991316,920,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018272,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - bacterium_unknown_SCGC_AG-650-M03",DOE Joint Genome Institute (JGI),3300018272.0,Metagenome - Single Particle Sort,Gp0212853,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,919298,944,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018273,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - bacterium_unknown_SCGC_AG-650-A09",DOE Joint Genome Institute (JGI),3300018273.0,Metagenome - Single Particle Sort,Gp0212776,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1062718,1004,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018274,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Planctomycetacia_bacterium_SCGC_AG-650-O02",DOE Joint Genome Institute (JGI),3300018274.0,Metagenome - Single Particle Sort,Gp0212932,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1130489,970,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018276,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Acidobacteria_bacterium_SCGC_AG-650-E04",DOE Joint Genome Institute (JGI),3300018276.0,Metagenome - Single Particle Sort,Gp0212733,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1069837,1013,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018278,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Microgenometes_bacterium_SCGC_AG-650-L11",DOE Joint Genome Institute (JGI),3300018278.0,Metagenome - Single Particle Sort,Gp0212920,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,980748,1036,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018286,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - bacterium_unknown_SCGC_AG-650-P20",DOE Joint Genome Institute (JGI),3300018286.0,Metagenome - Single Particle Sort,Gp0212876,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1187761,1107,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018288,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - AC1_bacterium_SCGC_AG-650-B19",DOE Joint Genome Institute (JGI),3300018288.0,Metagenome - Single Particle Sort,Gp0212728,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1069670,1047,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018293,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Lentisphaerae_bacterium_SCGC_AG-650-G02",DOE Joint Genome Institute (JGI),3300018293.0,Metagenome - Single Particle Sort,Gp0212916,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1083999,1059,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018295,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Actinobacteria_bacterium_SCGC_AG-650-E02",DOE Joint Genome Institute (JGI),3300018295.0,Metagenome - Single Particle Sort,Gp0212736,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1230298,1189,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018298,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Chlorobiales_bacterium_SCGC_AG-650-A06",DOE Joint Genome Institute (JGI),3300018298.0,Metagenome - Single Particle Sort,Gp0212884,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1342095,1190,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018299,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - bacterium_unknown_SCGC_AG-650-P23",DOE Joint Genome Institute (JGI),3300018299.0,Metagenome - Single Particle Sort,Gp0212877,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1126327,1094,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018300,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Lentisphaerae_bacterium_SCGC_AG-650-F20",DOE Joint Genome Institute (JGI),3300018300.0,Metagenome - Single Particle Sort,Gp0212915,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1152956,1151,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018301,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Rhodospirillale_bacterium_SCGC_AG-650-P03",DOE Joint Genome Institute (JGI),3300018301.0,Metagenome - Single Particle Sort,Gp0212934,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1171242,1200,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018306,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - bacterium_unknown_SCGC_AG-650-F04",DOE Joint Genome Institute (JGI),3300018306.0,Metagenome - Single Particle Sort,Gp0212818,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1168402,1193,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018307,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Chloroflexia_bacterium_SCGC_AG-650-G08",DOE Joint Genome Institute (JGI),3300018307.0,Metagenome - Single Particle Sort,Gp0212902,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1333993,1247,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018309,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - bacterium_unknown_SCGC_AG-650-E10",DOE Joint Genome Institute (JGI),3300018309.0,Metagenome - Single Particle Sort,Gp0212814,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1175903,1210,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018310,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Chlorobiales_bacterium_SCGC_AG-650-A18",DOE Joint Genome Institute (JGI),3300018310.0,Metagenome - Single Particle Sort,Gp0212886,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1414342,1253,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018312,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Syntrophaceae_bacterium_SCGC_AG-650-G04",DOE Joint Genome Institute (JGI),3300018312.0,Metagenome - Single Particle Sort,Gp0212936,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1247832,1256,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018313,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - bacterium_unknown_SCGC_AG-650-J14",DOE Joint Genome Institute (JGI),3300018313.0,Metagenome - Single Particle Sort,Gp0212843,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1277469,1276,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018314,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - bacterium_unknown_SCGC_AG-650-N03",DOE Joint Genome Institute (JGI),3300018314.0,Metagenome - Single Particle Sort,Gp0212861,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1198596,1222,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018316,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - bacterium_unknown_SCGC_AG-650-N10",DOE Joint Genome Institute (JGI),3300018316.0,Metagenome - Single Particle Sort,Gp0212864,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1302781,1284,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018317,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Spirochaetes_bacterium_SCGC_AG-650-M23",DOE Joint Genome Institute (JGI),3300018317.0,Metagenome - Single Particle Sort,Gp0212953,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1237504,1264,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018318,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - bacterium_unknown_SCGC_AG-650-B03",DOE Joint Genome Institute (JGI),3300018318.0,Metagenome - Single Particle Sort,Gp0212783,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1456689,1282,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018319,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Chlorobiales_bacterium_SCGC_AG-650-A03",DOE Joint Genome Institute (JGI),3300018319.0,Metagenome - Single Particle Sort,Gp0212883,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1409310,1267,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018320,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - bacterium_unknown_SCGC_AG-650-I04",DOE Joint Genome Institute (JGI),3300018320.0,Metagenome - Single Particle Sort,Gp0212833,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1301069,1338,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018321,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Syntrophaceae_bacterium_SCGC_AG-650-P18",DOE Joint Genome Institute (JGI),3300018321.0,Metagenome - Single Particle Sort,Gp0212947,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1282342,1292,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018324,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Spirochaetes_bacterium_SCGC_AG-650-L10",DOE Joint Genome Institute (JGI),3300018324.0,Metagenome - Single Particle Sort,Gp0212952,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1322113,1353,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018326,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Syntrophaceae_bacterium_SCGC_AG-650-O08",DOE Joint Genome Institute (JGI),3300018326.0,Metagenome - Single Particle Sort,Gp0212944,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1281408,1312,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018327,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Microgenometes_bacterium_SCGC_AG-650-J04",DOE Joint Genome Institute (JGI),3300018327.0,Metagenome - Single Particle Sort,Gp0212919,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1334033,1360,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018328,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Acidobacteria_bacterium_SCGC_AG-650-K09",DOE Joint Genome Institute (JGI),3300018328.0,Metagenome - Single Particle Sort,Gp0212734,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1461777,1374,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018331,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Chlorobiales_bacterium_SCGC_AG-650-G13",DOE Joint Genome Institute (JGI),3300018331.0,Metagenome - Single Particle Sort,Gp0212889,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1516471,1365,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018334,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - bacterium_unknown_SCGC_AG-650-M02",DOE Joint Genome Institute (JGI),3300018334.0,Metagenome - Single Particle Sort,Gp0212852,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1417086,1424,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018335,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - bacterium_unknown_SCGC_AG-650-E09",DOE Joint Genome Institute (JGI),3300018335.0,Metagenome - Single Particle Sort,Gp0212813,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1492117,1375,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018336,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - bacterium_unknown_SCGC_AG-650-C04",DOE Joint Genome Institute (JGI),3300018336.0,Metagenome - Single Particle Sort,Gp0212796,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1465354,1439,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
3300018339,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sorted cell/s from hot spring microbial mat in Cone Pool, Little Hot Creek, California, USA - Syntrophaceae_bacterium_SCGC_AG-650-O17",DOE Joint Genome Institute (JGI),3300018339.0,Metagenome - Single Particle Sort,Gp0212945,"USA: California, Little Hot Creek",37.4127,-118.504,196.56 uM,8.0825,,0.0002714 M,45.6 C,1477559,1448,0.0,45.6,8.0825,8.0825,8.0825,8.0825,0.0
