,bin_name,completeness,contamination,quality,16S/23S/5SrRNAs,tRNAs,lineage,taxon_oid,temp,total_base,gene_count,copy_number,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,GOLD Analysis Project Type,GOLD Sequencing Project ID,Geographic Location,Latitude,Longitude,Oxygen Concentration,pH,Salinity,Salinity Concentration,Sample Collection Temperature,Genome Size   * assembled,Gene Count   * assembled,Genome Bin Count   * assembled,temperature_num,pH_num,pH_low,pH_high,pH_avg,pH_range,grs_present,estimated genome size
450,3300045888_10019,98.6,0,medium,2,12,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Ignisphaeraceae;g__Ignisphaera;s__,3300045888,,,,2,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_05","University of Wisconsin, Madison",3300045888,Metagenome Analysis,Gp0569460,"Yellowstone National Park, Wyoming, USA",44.689,-110.72839,,8.415,,,69.8,72860868,118554,,69.8,8.415,8.415,8.415,8.415,0,1,73895403.65
451,3300045889_10003,86.6,0.47,medium,2,12,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__UBA164;f__;g__;s__,3300045889,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_04","University of Wisconsin, Madison",3300045889,Metagenome Analysis,Gp0569459,"Yellowstone National Park, Wyoming, USA",44.6877,-110.7282,,5.215,,,66.8,209307857,295104,,66.8,5.215,5.215,5.215,5.215,0,1,241694985
452,3300045889_10007,95.33,0,medium,1,17,d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__WYZ-LMO10;s__WYZ-LMO10 sp004347955,3300045889,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_04","University of Wisconsin, Madison",3300045889,Metagenome Analysis,Gp0569459,"Yellowstone National Park, Wyoming, USA",44.6877,-110.7282,,5.215,,,66.8,209307857,295104,,66.8,5.215,5.215,5.215,5.215,0,1,219561373.1
453,3300045889_10010,95.02,0.93,medium,2,16,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Gearchaeales;f__Gearchaeaceae;g__;s__,3300045889,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_04","University of Wisconsin, Madison",3300045889,Metagenome Analysis,Gp0569459,"Yellowstone National Park, Wyoming, USA",44.6877,-110.7282,,5.215,,,66.8,209307857,295104,,66.8,5.215,5.215,5.215,5.215,0,1,220277685.8
454,3300045889_10013,97.2,0,medium,2,10,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermofilales;f__Thermofilaceae;g__Thermofilum;s__Thermofilum adornatus,3300045889,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_04","University of Wisconsin, Madison",3300045889,Metagenome Analysis,Gp0569459,"Yellowstone National Park, Wyoming, USA",44.6877,-110.7282,,5.215,,,66.8,209307857,295104,,66.8,5.215,5.215,5.215,5.215,0,1,215337301.4
455,3300045889_10018,97.2,0,medium,2,14,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Fervidicoccaceae;g__ARK-14;s__,3300045889,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_04","University of Wisconsin, Madison",3300045889,Metagenome Analysis,Gp0569459,"Yellowstone National Park, Wyoming, USA",44.6877,-110.7282,,5.215,,,66.8,209307857,295104,,66.8,5.215,5.215,5.215,5.215,0,1,215337301.4
456,3300045889_10026,93.69,0,medium,1,2,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermoproteaceae;g__Thermoproteus;s__Thermoproteus sp002077075,3300045889,,,,2,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_04","University of Wisconsin, Madison",3300045889,Metagenome Analysis,Gp0569459,"Yellowstone National Park, Wyoming, USA",44.6877,-110.7282,,5.215,,,66.8,209307857,295104,,66.8,5.215,5.215,5.215,5.215,0,1,223404693.1
457,3300045889_10030,98.28,0,medium,2,17,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__UBA690;s__,3300045889,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_04","University of Wisconsin, Madison",3300045889,Metagenome Analysis,Gp0569459,"Yellowstone National Park, Wyoming, USA",44.6877,-110.7282,,5.215,,,66.8,209307857,295104,,66.8,5.215,5.215,5.215,5.215,0,1,212970957.5
458,3300045889_10042,93.46,0.93,medium,2,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Gearchaeales;f__;g__;s__,3300045889,,,,2,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_04","University of Wisconsin, Madison",3300045889,Metagenome Analysis,Gp0569459,"Yellowstone National Park, Wyoming, USA",44.6877,-110.7282,,5.215,,,66.8,209307857,295104,,66.8,5.215,5.215,5.215,5.215,0,1,223954480
459,3300045889_10045,81.31,0,medium,2,13,d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__;g__;s__,3300045889,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_04","University of Wisconsin, Madison",3300045889,Metagenome Analysis,Gp0569459,"Yellowstone National Park, Wyoming, USA",44.6877,-110.7282,,5.215,,,66.8,209307857,295104,,66.8,5.215,5.215,5.215,5.215,0,1,257419575.7
460,3300045889_10050,98.13,0,medium,2,13,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__UBA164;f__;g__;s__,3300045889,,,,3,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_04","University of Wisconsin, Madison",3300045889,Metagenome Analysis,Gp0569459,"Yellowstone National Park, Wyoming, USA",44.6877,-110.7282,,5.215,,,66.8,209307857,295104,,66.8,5.215,5.215,5.215,5.215,0,1,213296501.6
462,3300045889_10052,99.07,0.93,medium,2,18,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__ARK-15;f__ARK-15;g__ARK-15;s__,3300045889,,,,2,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_04","University of Wisconsin, Madison",3300045889,Metagenome Analysis,Gp0569459,"Yellowstone National Park, Wyoming, USA",44.6877,-110.7282,,5.215,,,66.8,209307857,295104,,66.8,5.215,5.215,5.215,5.215,0,1,211272693
463,3300045889_10058,99.07,2.8,medium,2,17,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__;s__,3300045889,,,,2,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_04","University of Wisconsin, Madison",3300045889,Metagenome Analysis,Gp0569459,"Yellowstone National Park, Wyoming, USA",44.6877,-110.7282,,5.215,,,66.8,209307857,295104,,66.8,5.215,5.215,5.215,5.215,0,1,211272693
464,3300045889_10068,100,0,medium,2,20,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__;g__;s__,3300045889,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_04","University of Wisconsin, Madison",3300045889,Metagenome Analysis,Gp0569459,"Yellowstone National Park, Wyoming, USA",44.6877,-110.7282,,5.215,,,66.8,209307857,295104,,66.8,5.215,5.215,5.215,5.215,0,1,209307857
465,3300045890_10002,92.06,0,medium,2,10,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermocladiaceae;g__Caldivirga;s__Caldivirga sp001663375,3300045890,,,,2,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_02","University of Wisconsin, Madison",3300045890,Metagenome Analysis,Gp0569458,"Yellowstone National Park, Wyoming, USA",44.68772,-110.72821,,4,,,76.1,112571913,193711,,76.1,4,4,4,4,0,1,122281026.5
466,3300045890_10003,96.26,2.49,medium,2,16,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Acidilobaceae;g__Caldisphaera;s__,3300045890,,,,2,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_02","University of Wisconsin, Madison",3300045890,Metagenome Analysis,Gp0569458,"Yellowstone National Park, Wyoming, USA",44.68772,-110.72821,,4,,,76.1,112571913,193711,,76.1,4,4,4,4,0,1,116945681.5
467,3300045890_10005,95.02,0,medium,2,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__;g__;s__,3300045890,,,,2,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_02","University of Wisconsin, Madison",3300045890,Metagenome Analysis,Gp0569458,"Yellowstone National Park, Wyoming, USA",44.68772,-110.72821,,4,,,76.1,112571913,193711,,76.1,4,4,4,4,0,1,118471809.1
468,3300045890_10006,100,0,medium,1,14,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Sulfolobaceae;g__Sulfodiicoccus;s__,3300045890,,,,2,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_02","University of Wisconsin, Madison",3300045890,Metagenome Analysis,Gp0569458,"Yellowstone National Park, Wyoming, USA",44.68772,-110.72821,,4,,,76.1,112571913,193711,,76.1,4,4,4,4,0,1,112571913
469,3300045890_10007,100,0,medium,2,14,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Sulfolobaceae;g__;s__,3300045890,,,,2,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_02","University of Wisconsin, Madison",3300045890,Metagenome Analysis,Gp0569458,"Yellowstone National Park, Wyoming, USA",44.68772,-110.72821,,4,,,76.1,112571913,193711,,76.1,4,4,4,4,0,1,112571913
470,3300045890_10008,92.91,2.34,medium,1,3,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermocladiaceae;g__Vulcanisaeta;s__Vulcanisaeta sp001516765,3300045890,,,,2,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_02","University of Wisconsin, Madison",3300045890,Metagenome Analysis,Gp0569458,"Yellowstone National Park, Wyoming, USA",44.68772,-110.72821,,4,,,76.1,112571913,193711,,76.1,4,4,4,4,0,1,121162321.6
471,3300045890_10009,81.46,0.93,medium,2,14,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__UBA164;f__UBA164;g__UBA160;s__,3300045890,,,,3,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_02","University of Wisconsin, Madison",3300045890,Metagenome Analysis,Gp0569458,"Yellowstone National Park, Wyoming, USA",44.68772,-110.72821,,4,,,76.1,112571913,193711,,76.1,4,4,4,4,0,1,138192871.3
472,3300045890_10011,97.66,0.93,medium,2,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Acidilobaceae;g__Acidilobus;s__Acidilobus sp003431325,3300045890,,,,2,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_02","University of Wisconsin, Madison",3300045890,Metagenome Analysis,Gp0569458,"Yellowstone National Park, Wyoming, USA",44.68772,-110.72821,,4,,,76.1,112571913,193711,,76.1,4,4,4,4,0,1,115269212.6
473,3300045890_10012,94.39,0.93,medium,2,17,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Gearchaeales;f__Gearchaeaceae;g__AAA261-N23;s__AAA261-N23 sp000375685,3300045890,,,,2,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_02","University of Wisconsin, Madison",3300045890,Metagenome Analysis,Gp0569458,"Yellowstone National Park, Wyoming, USA",44.68772,-110.72821,,4,,,76.1,112571913,193711,,76.1,4,4,4,4,0,1,119262541.6
474,3300045890_10013,97.66,3.74,medium,2,16,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Marsarchaeales;f__Marsarchaeaceae;g__BE-D;s__BE-D sp003019595,3300045890,,,,2,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_02","University of Wisconsin, Madison",3300045890,Metagenome Analysis,Gp0569458,"Yellowstone National Park, Wyoming, USA",44.68772,-110.72821,,4,,,76.1,112571913,193711,,76.1,4,4,4,4,0,1,115269212.6
475,3300045890_10014,93.46,0,medium,1,14,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Acidilobaceae;g__Acidilobus;s__Acidilobus sp000495735,3300045890,,,,2,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_02","University of Wisconsin, Madison",3300045890,Metagenome Analysis,Gp0569458,"Yellowstone National Park, Wyoming, USA",44.68772,-110.72821,,4,,,76.1,112571913,193711,,76.1,4,4,4,4,0,1,120449297
476,3300045890_10015,99.07,0,medium,1,14,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Sulfolobaceae;g__Acd1;s__Acd1 sp000389735,3300045890,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_02","University of Wisconsin, Madison",3300045890,Metagenome Analysis,Gp0569458,"Yellowstone National Park, Wyoming, USA",44.68772,-110.72821,,4,,,76.1,112571913,193711,,76.1,4,4,4,4,0,1,113628659.5
477,3300045890_10016,96.88,0,medium,2,13,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera yellowstonensis,3300045890,,,,2,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_02","University of Wisconsin, Madison",3300045890,Metagenome Analysis,Gp0569458,"Yellowstone National Park, Wyoming, USA",44.68772,-110.72821,,4,,,76.1,112571913,193711,,76.1,4,4,4,4,0,1,116197267.8
478,3300045890_10017,94.39,0,medium,2,16,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Gearchaeales;f__;g__;s__,3300045890,,,,2,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_02","University of Wisconsin, Madison",3300045890,Metagenome Analysis,Gp0569458,"Yellowstone National Park, Wyoming, USA",44.68772,-110.72821,,4,,,76.1,112571913,193711,,76.1,4,4,4,4,0,1,119262541.6
479,3300045890_10018,97.2,0,medium,2,13,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Sulfolobaceae;g__QEFN01;s__,3300045890,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_02","University of Wisconsin, Madison",3300045890,Metagenome Analysis,Gp0569458,"Yellowstone National Park, Wyoming, USA",44.68772,-110.72821,,4,,,76.1,112571913,193711,,76.1,4,4,4,4,0,1,115814725.3
480,3300045890_10020,90.58,0,medium,1,0,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermoproteaceae;g__Thermoproteus;s__Thermoproteus sp002077075,3300045890,,,,2,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_02","University of Wisconsin, Madison",3300045890,Metagenome Analysis,Gp0569458,"Yellowstone National Park, Wyoming, USA",44.68772,-110.72821,,4,,,76.1,112571913,193711,,76.1,4,4,4,4,0,1,124278994.3
481,3300045890_10021,85.98,0,medium,2,12,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__UBA164;f__;g__;s__,3300045890,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_02","University of Wisconsin, Madison",3300045890,Metagenome Analysis,Gp0569458,"Yellowstone National Park, Wyoming, USA",44.68772,-110.72821,,4,,,76.1,112571913,193711,,76.1,4,4,4,4,0,1,130928021.6
482,3300045890_10022,99.07,0,medium,1,10,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Sulfolobaceae;g__QEFN01;s__QEFN01 sp003086555,3300045890,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_02","University of Wisconsin, Madison",3300045890,Metagenome Analysis,Gp0569458,"Yellowstone National Park, Wyoming, USA",44.68772,-110.72821,,4,,,76.1,112571913,193711,,76.1,4,4,4,4,0,1,113628659.5
483,3300045890_10023,98.13,0,medium,1,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus islandicus,3300045890,,,,2,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_02","University of Wisconsin, Madison",3300045890,Metagenome Analysis,Gp0569458,"Yellowstone National Park, Wyoming, USA",44.68772,-110.72821,,4,,,76.1,112571913,193711,,76.1,4,4,4,4,0,1,114717123.2
484,3300045890_10024,97.12,0,medium,2,14,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermocladiaceae;g__Thermocladium;s__Thermocladium sp001516585,3300045890,,,,2,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_02","University of Wisconsin, Madison",3300045890,Metagenome Analysis,Gp0569458,"Yellowstone National Park, Wyoming, USA",44.68772,-110.72821,,4,,,76.1,112571913,193711,,76.1,4,4,4,4,0,1,115910124.6
485,3300045891_10003,86.45,0,medium,2,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Desulfurococcaceae;g__Thermogladius;s__,3300045891,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_06","University of Wisconsin, Madison",3300045891,Metagenome Analysis,Gp0569461,"Yellowstone National Park, Wyoming, USA",44.688757,-110.727987,,6.79,,,83.1,131470745,191886,,83.1,6.79,6.79,6.79,6.79,0,1,152077206.5
486,3300045891_10004,94.86,0,medium,2,14,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Ignisphaeraceae;g__Ignisphaera;s__,3300045891,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_06","University of Wisconsin, Madison",3300045891,Metagenome Analysis,Gp0569461,"Yellowstone National Park, Wyoming, USA",44.688757,-110.727987,,6.79,,,83.1,131470745,191886,,83.1,6.79,6.79,6.79,6.79,0,1,138594502.4
487,3300045891_10005,97.82,0,medium,2,11,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__NZ13-MGT;g__JGI-0000106-J15;s__,3300045891,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_06","University of Wisconsin, Madison",3300045891,Metagenome Analysis,Gp0569461,"Yellowstone National Park, Wyoming, USA",44.688757,-110.727987,,6.79,,,83.1,131470745,191886,,83.1,6.79,6.79,6.79,6.79,0,1,134400679.8
488,3300045891_10008,86.29,0,medium,1,14,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__NZ13-MGT;g__EX4484-121;s__,3300045891,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_06","University of Wisconsin, Madison",3300045891,Metagenome Analysis,Gp0569461,"Yellowstone National Park, Wyoming, USA",44.688757,-110.727987,,6.79,,,83.1,131470745,191886,,83.1,6.79,6.79,6.79,6.79,0,1,152359189.9
489,3300045891_10009,96.73,0.93,medium,2,18,d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__B29-G17;f__;g__;s__,3300045891,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_06","University of Wisconsin, Madison",3300045891,Metagenome Analysis,Gp0569461,"Yellowstone National Park, Wyoming, USA",44.688757,-110.727987,,6.79,,,83.1,131470745,191886,,83.1,6.79,6.79,6.79,6.79,0,1,135915171.1
490,3300045891_10010,97.2,0.93,medium,2,10,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermofilales;f__Thermofilaceae;g__Thermofilum;s__Thermofilum adornatus,3300045891,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_06","University of Wisconsin, Madison",3300045891,Metagenome Analysis,Gp0569461,"Yellowstone National Park, Wyoming, USA",44.688757,-110.727987,,6.79,,,83.1,131470745,191886,,83.1,6.79,6.79,6.79,6.79,0,1,135257968.1
491,3300045891_10011,93.39,1.87,medium,2,18,d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__Korarchaeum;s__,3300045891,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_06","University of Wisconsin, Madison",3300045891,Metagenome Analysis,Gp0569461,"Yellowstone National Park, Wyoming, USA",44.688757,-110.727987,,6.79,,,83.1,131470745,191886,,83.1,6.79,6.79,6.79,6.79,0,1,140776041.3
492,3300045891_10012,96.73,0,medium,2,13,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Desulfurococcaceae;g__UBA285;s__,3300045891,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_06","University of Wisconsin, Madison",3300045891,Metagenome Analysis,Gp0569461,"Yellowstone National Park, Wyoming, USA",44.688757,-110.727987,,6.79,,,83.1,131470745,191886,,83.1,6.79,6.79,6.79,6.79,0,1,135915171.1
493,3300045891_10013,99.07,0,medium,2,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Ignisphaeraceae;g__Ignisphaera;s__,3300045891,,,,2,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_06","University of Wisconsin, Madison",3300045891,Metagenome Analysis,Gp0569461,"Yellowstone National Park, Wyoming, USA",44.688757,-110.727987,,6.79,,,83.1,131470745,191886,,83.1,6.79,6.79,6.79,6.79,0,1,132704900.6
494,3300045891_10014,93.46,0.78,medium,2,11,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__;g__;s__,3300045891,,,,2,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_06","University of Wisconsin, Madison",3300045891,Metagenome Analysis,Gp0569461,"Yellowstone National Park, Wyoming, USA",44.688757,-110.727987,,6.79,,,83.1,131470745,191886,,83.1,6.79,6.79,6.79,6.79,0,1,140670602.4
495,3300045891_10015,86.68,0,medium,2,6,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermofilales;f__Thermofilaceae;g__B17-G15;s__,3300045891,,,,1,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_06","University of Wisconsin, Madison",3300045891,Metagenome Analysis,Gp0569461,"Yellowstone National Park, Wyoming, USA",44.688757,-110.727987,,6.79,,,83.1,131470745,191886,,83.1,6.79,6.79,6.79,6.79,0,1,151673679
