,scaffold_oid,taxon_oid,completeness,contamination,quality,16S/23S/5SrRNAs,tRNAs,lineage,gene_oid,Gene ID,Locus Tag,Gene Product Name,Genome ID,Genome Name,Batch1,Scaffold ID,Scaffold Length (bp),Scaffold Read Depth,COG,Pfam,KO,Unnamed: 12,bin_name,total_base,gene_count
653,Ga0496363_0002583,3300045900,93.39,2.8,medium,2,18,d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__Korarchaeum;s__Korarchaeum cryptofilum,3300045900 assembled Ga0496363_0002583_14130_15341,3300045900 assembled Ga0496363_0002583_14130_15341,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045900,"Hot spring sediment microbial communities from the Seven Mile Hole Area, Yellowstone National Park, WY, United States - MSUNE_MH_02 (*) (MER-FS) (assembled)",1,Ga0496363_0002583,18429,55,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045900_10089,,
654,Ga0496363_0000354,3300045900,96.26,3.74,medium,2,12,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__;s__,3300045900 assembled Ga0496363_0000354_15157_16632,3300045900 assembled Ga0496363_0000354_15157_16632,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045900,"Hot spring sediment microbial communities from the Seven Mile Hole Area, Yellowstone National Park, WY, United States - MSUNE_MH_02 (*) (MER-FS) (assembled)",1,Ga0496363_0000354,67048,15,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045900_10092,,
655,Ga0496368_000255,3300045864,90.89,0,medium,1,1,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermoproteaceae;g__Thermoproteus;s__Thermoproteus sp002077075,3300045864 assembled Ga0496368_000255_17173_18807,3300045864 assembled Ga0496368_000255_17173_18807,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045864,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_05 (*) (MER-FS) (assembled)",1,Ga0496368_000255,19976,653,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045864_10010,,
656,Ga0496368_000133,3300045864,90.89,0,medium,1,1,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermoproteaceae;g__Thermoproteus;s__Thermoproteus sp002077075,3300045864 assembled Ga0496368_000133_15091_16677,3300045864 assembled Ga0496368_000133_15091_16677,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045864,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_05 (*) (MER-FS) (assembled)",1,Ga0496368_000133,28433,588,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045864_10010,,
657,Ga0496368_000038,3300045864,93.46,0,medium,1,14,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Acidilobaceae;g__Acidilobus;s__Acidilobus sp003431325,3300045864 assembled Ga0496368_000038_12706_14181,3300045864 assembled Ga0496368_000038_12706_14181,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045864,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_05 (*) (MER-FS) (assembled)",1,Ga0496368_000038,69262,882,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045864_10011,,
658,Ga0496368_000456,3300045864,84.11,0,medium,2,10,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__UBA164;f__;g__;s__,3300045864 assembled Ga0496368_000456_4815_6419,3300045864 assembled Ga0496368_000456_4815_6419,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045864,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_05 (*) (MER-FS) (assembled)",1,Ga0496368_000456,13885,99,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045864_10012,,
660,Ga0496368_000145,3300045864,97.2,0,medium,1,14,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Sulfolobaceae;g__Acd1;s__Acd1 sp000389735,3300045864 assembled Ga0496368_000145_11690_13204,3300045864 assembled Ga0496368_000145_11690_13204,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045864,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_05 (*) (MER-FS) (assembled)",1,Ga0496368_000145,26975,1931,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045864_10014,,
661,Ga0496368_000192,3300045864,95.25,0,medium,2,12,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermocladiaceae;g__Thermocladium;s__Thermocladium sp001516585,3300045864 assembled Ga0496368_000192_7348_8979,3300045864 assembled Ga0496368_000192_7348_8979,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045864,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_05 (*) (MER-FS) (assembled)",1,Ga0496368_000192,23738,40,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045864_10002,,
662,Ga0496368_000500,3300045864,95.25,0,medium,2,12,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermocladiaceae;g__Thermocladium;s__Thermocladium sp001516585,3300045864 assembled Ga0496368_000500_7938_9545,3300045864 assembled Ga0496368_000500_7938_9545,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045864,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_05 (*) (MER-FS) (assembled)",1,Ga0496368_000500,12844,39,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045864_10002,,
663,Ga0496368_000035,3300045864,96.88,0.07,medium,2,14,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Sulfolobaceae;g__Acidianus_A;s__Acidianus_A hospitalis,3300045864 assembled Ga0496368_000035_29662_31131,3300045864 assembled Ga0496368_000035_29662_31131,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045864,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_05 (*) (MER-FS) (assembled)",1,Ga0496368_000035,72742,20,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045864_10003,,
664,Ga0496368_000980,3300045864,89.49,0.93,medium,1,12,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermocladiaceae;g__Caldivirga;s__Caldivirga sp001663375,3300045864 assembled Ga0496368_000980_2818_4458,3300045864 assembled Ga0496368_000980_2818_4458,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045864,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_05 (*) (MER-FS) (assembled)",1,Ga0496368_000980,8085,342,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045864_10004,,
665,Ga0496368_000201,3300045864,89.49,0.93,medium,1,12,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermocladiaceae;g__Caldivirga;s__Caldivirga sp001663375,3300045864 assembled Ga0496368_000201_13047_14702,3300045864 assembled Ga0496368_000201_13047_14702,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045864,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_05 (*) (MER-FS) (assembled)",1,Ga0496368_000201,23151,386,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045864_10004,,
666,Ga0496368_000060,3300045864,88.79,0,medium,1,10,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Sulfolobaceae;g__QEFN01;s__,3300045864 assembled Ga0496368_000060_4686_6155,3300045864 assembled Ga0496368_000060_4686_6155,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045864,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_05 (*) (MER-FS) (assembled)",1,Ga0496368_000060,49822,17,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045864_10005,,
667,Ga0496368_000011,3300045864,97.2,0.93,medium,1,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus_B;s__Sulfolobus_B metallicus,3300045864 assembled Ga0496368_000011_59564_61042,3300045864 assembled Ga0496368_000011_59564_61042,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045864,"Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_05 (*) (MER-FS) (assembled)",1,Ga0496368_000011,212100,12,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045864_10006,,
670,Ga0496357_000057,3300045878,92.29,1.87,medium,1,9,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermofilales;f__Thermofilaceae;g__B17-G15;s__,3300045878 assembled Ga0496357_000057_54017_55585,3300045878 assembled Ga0496357_000057_54017_55585,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045878,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_02 (*) (MER-FS) (assembled)",1,Ga0496357_000057,67108,122,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045878_10011,,
671,Ga0496357_000010,3300045878,96.26,0,medium,1,16,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Ignisphaeraceae;g__Ignisphaera;s__,3300045878 assembled Ga0496357_000010_55518_57092,3300045878 assembled Ga0496357_000010_55518_57092,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045878,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_02 (*) (MER-FS) (assembled)",1,Ga0496357_000010,213031,70,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045878_10012,,
672,Ga0496357_000546,3300045878,95.33,0,medium,2,14,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Desulfurococcaceae;g__UBA285;s__,3300045878 assembled Ga0496357_000546_2793_4307,3300045878 assembled Ga0496357_000546_2793_4307,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045878,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_02 (*) (MER-FS) (assembled)",1,Ga0496357_000546,11752,244,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045878_10015,,
673,Ga0496357_000785,3300045878,96.26,0,medium,2,12,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__NBVN01;g__;s__,3300045878 assembled Ga0496357_000785_4646_6163,3300045878 assembled Ga0496357_000785_4646_6163,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045878,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_02 (*) (MER-FS) (assembled)",1,Ga0496357_000785,8685,26,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045878_10016,,
674,Ga0496357_001662,3300045878,96.26,0,medium,2,12,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__NBVN01;g__;s__,3300045878 assembled Ga0496357_001662_744_2255,3300045878 assembled Ga0496357_001662_744_2255,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045878,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_02 (*) (MER-FS) (assembled)",1,Ga0496357_001662,4679,23,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045878_10016,,
675,Ga0496357_000367,3300045878,98.13,0.47,medium,2,16,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Desulfurococcaceae;g__UBA285;s__,3300045878 assembled Ga0496357_000367_2813_4294,3300045878 assembled Ga0496357_000367_2813_4294,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045878,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_02 (*) (MER-FS) (assembled)",1,Ga0496357_000367,15868,395,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045878_10017,,
677,Ga0496357_002021,3300045878,97.66,0,medium,2,13,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Ignisphaeraceae;g__Ignisphaera;s__,3300045878 assembled Ga0496357_002021_875_2461,3300045878 assembled Ga0496357_002021_875_2461,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045878,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_02 (*) (MER-FS) (assembled)",1,Ga0496357_002021,3944,11,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045878_10002,,
678,Ga0496357_000013,3300045878,97.66,0,medium,2,13,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Ignisphaeraceae;g__Ignisphaera;s__,3300045878 assembled Ga0496357_000013_47194_48768,3300045878 assembled Ga0496357_000013_47194_48768,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045878,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_02 (*) (MER-FS) (assembled)",1,Ga0496357_000013,165311,14,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045878_10002,,
679,Ga0496357_000607,3300045878,98.29,0,medium,2,9,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Desulfurococcaceae;g__UBA285;s__,3300045878 assembled Ga0496357_000607_2596_4074,3300045878 assembled Ga0496357_000607_2596_4074,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045878,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_02 (*) (MER-FS) (assembled)",1,Ga0496357_000607,10846,24,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045878_10004,,
682,Ga0496357_000131,3300045878,97.66,0,medium,1,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Ignisphaeraceae;g__Ignisphaera;s__,3300045878 assembled Ga0496357_000131_2395_4014,3300045878 assembled Ga0496357_000131_2395_4014,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045878,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_02 (*) (MER-FS) (assembled)",1,Ga0496357_000131,34879,90,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045878_10008,,
683,Ga0496357_000033,3300045878,97.66,0,medium,1,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Ignisphaeraceae;g__Ignisphaera;s__,3300045878 assembled Ga0496357_000033_33358_34923,3300045878 assembled Ga0496357_000033_33358_34923,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045878,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_02 (*) (MER-FS) (assembled)",1,Ga0496357_000033,90505,99,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045878_10008,,
684,Ga0496357_000132,3300045878,97.66,0,medium,1,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Ignisphaeraceae;g__Ignisphaera;s__,3300045878 assembled Ga0496357_000132_9552_11135,3300045878 assembled Ga0496357_000132_9552_11135,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045878,"Hot spring sediment microbial communities from the Lower Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_LGB_02 (*) (MER-FS) (assembled)",1,Ga0496357_000132,34050,92,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045878_10008,,
686,Ga0496354_01917,3300045901,96.73,0,medium,2,17,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Acidilobaceae;g__Acidilobus;s__Acidilobus sp000495735,3300045901 assembled Ga0496354_01917_358_1959,3300045901 assembled Ga0496354_01917_358_1959,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045901,"Hot spring sediment microbial communities from the Gibbon River area, Yellowstone National Park, WY, United States - MSUNE_GR_02 (*) (MER-FS) (assembled)",1,Ga0496354_01917,2637,333,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045901_10002,,
687,Ga0496354_00083,3300045901,96.73,0,medium,2,17,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Acidilobaceae;g__Acidilobus;s__Acidilobus sp000495735,3300045901 assembled Ga0496354_00083_29185_30699,3300045901 assembled Ga0496354_00083_29185_30699,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045901,"Hot spring sediment microbial communities from the Gibbon River area, Yellowstone National Park, WY, United States - MSUNE_GR_02 (*) (MER-FS) (assembled)",1,Ga0496354_00083,32550,764,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045901_10002,,
688,Ga0496354_00027,3300045901,97.2,0,medium,2,11,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Sulfolobaceae;g__QEFN01;s__,3300045901 assembled Ga0496354_00027_41701_43170,3300045901 assembled Ga0496354_00027_41701_43170,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045901,"Hot spring sediment microbial communities from the Gibbon River area, Yellowstone National Park, WY, United States - MSUNE_GR_02 (*) (MER-FS) (assembled)",1,Ga0496354_00027,82652,6682,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045901_10005,,
689,Ga0496354_00013,3300045901,97.2,0,medium,2,9,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Sulfolobaceae;g__QEFN01;s__QEFN01 sp003086555,3300045901 assembled Ga0496354_00013_107779_109248,3300045901 assembled Ga0496354_00013_107779_109248,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045901,"Hot spring sediment microbial communities from the Gibbon River area, Yellowstone National Park, WY, United States - MSUNE_GR_02 (*) (MER-FS) (assembled)",1,Ga0496354_00013,192103,25,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045901_10006,,
690,Ga0496354_00126,3300045901,97.2,0,medium,2,12,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermocladiaceae;g__Caldivirga;s__Caldivirga sp001663375,3300045901 assembled Ga0496354_00126_5770_7431,3300045901 assembled Ga0496354_00126_5770_7431,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045901,"Hot spring sediment microbial communities from the Gibbon River area, Yellowstone National Park, WY, United States - MSUNE_GR_02 (*) (MER-FS) (assembled)",1,Ga0496354_00126,22869,126,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045901_10007,,
691,Ga0496354_00010,3300045901,100,0,medium,2,13,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Sulfolobaceae;g__Acd1;s__Acd1 sp000389735,3300045901 assembled Ga0496354_00010_108354_109868,3300045901 assembled Ga0496354_00010_108354_109868,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045901,"Hot spring sediment microbial communities from the Gibbon River area, Yellowstone National Park, WY, United States - MSUNE_GR_02 (*) (MER-FS) (assembled)",1,Ga0496354_00010,236908,62,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045901_10008,,
692,Ga0496354_01071,3300045901,92.68,1.87,medium,2,6,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermocladiaceae;g__Vulcanisaeta;s__Vulcanisaeta sp001516765,3300045901 assembled Ga0496354_01071_427_2067,3300045901 assembled Ga0496354_01071_427_2067,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045901,"Hot spring sediment microbial communities from the Gibbon River area, Yellowstone National Park, WY, United States - MSUNE_GR_02 (*) (MER-FS) (assembled)",1,Ga0496354_01071,4393,579,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045901_10009,,
693,Ga0496354_00526,3300045901,92.68,1.87,medium,2,6,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermocladiaceae;g__Vulcanisaeta;s__Vulcanisaeta sp001516765,3300045901 assembled Ga0496354_00526_1253_2833,3300045901 assembled Ga0496354_00526_1253_2833,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045901,"Hot spring sediment microbial communities from the Gibbon River area, Yellowstone National Park, WY, United States - MSUNE_GR_02 (*) (MER-FS) (assembled)",1,Ga0496354_00526,8238,696,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045901_10009,,
0,GxsBSedJan11_1000283,3300000865,99.03,0,HQ,,,Archaea;Thaumarchaeota;unclassified,3300000865 assembled GxsBSedJan11_100028337,3300000865 assembled GxsBSedJan11_100028337,GxsBSedJan11_100028337,Fe-S oxidoreductase,3300000865,"Hot spring sediment from Gongxiaoshe in Tengchong, China (*) (MER-FS) (assembled)",1,GxsBSedJan11_1000283,183248,24,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300000865_14,1431057,1721
1,GxsBSedJan11_1000283,3300000865,99.03,0,HQ,,,Archaea;Thaumarchaeota;unclassified,3300000865 assembled GxsBSedJan11_100028338,3300000865 assembled GxsBSedJan11_100028338,GxsBSedJan11_100028338,Fe-S oxidoreductase,3300000865,"Hot spring sediment from Gongxiaoshe in Tengchong, China (*) (MER-FS) (assembled)",1,GxsBSedJan11_1000283,183248,24,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300000865_14,1431057,1721
2,GxsBSedJan11_1000112,3300000865,99.03,0,HQ,,,Archaea;Thaumarchaeota;unclassified,3300000865 assembled GxsBSedJan11_100011212,3300000865 assembled GxsBSedJan11_100011212,GxsBSedJan11_100011212,Fe-S oxidoreductase,3300000865,"Hot spring sediment from Gongxiaoshe in Tengchong, China (*) (MER-FS) (assembled)",1,GxsBSedJan11_1000112,44699,22,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300000865_14,1431057,1721
3,GxsBSedJan11_1001549,3300000865,99.03,0,HQ,,,Archaea;Thaumarchaeota;unclassified,3300000865 assembled GxsBSedJan11_100154930,3300000865 assembled GxsBSedJan11_100154930,GxsBSedJan11_100154930,Fe-S oxidoreductase,3300000865,"Hot spring sediment from Gongxiaoshe in Tengchong, China (*) (MER-FS) (assembled)",1,GxsBSedJan11_1001549,58148,24,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300000865_14,1431057,1721
4,GxsBSedJan11_1001549,3300000865,99.03,0,HQ,,,Archaea;Thaumarchaeota;unclassified,3300000865 assembled GxsBSedJan11_10015494,3300000865 assembled GxsBSedJan11_10015494,GxsBSedJan11_10015494,Fe-S oxidoreductase,3300000865,"Hot spring sediment from Gongxiaoshe in Tengchong, China (*) (MER-FS) (assembled)",1,GxsBSedJan11_1001549,58148,24,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300000865_14,1431057,1721
5,GxsBSedJan11_1000076,3300000865,99.03,0,HQ,,,Archaea;Thaumarchaeota;unclassified,3300000865 assembled GxsBSedJan11_100007616,3300000865 assembled GxsBSedJan11_100007616,GxsBSedJan11_100007616,Fe-S oxidoreductase,3300000865,"Hot spring sediment from Gongxiaoshe in Tengchong, China (*) (MER-FS) (assembled)",1,GxsBSedJan11_1000076,32796,24,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300000865_14,1431057,1721
6,GxsBSedJan11_1000225,3300000865,95.15,0,HQ,,,Archaea,3300000865 assembled GxsBSedJan11_10002258,3300000865 assembled GxsBSedJan11_10002258,GxsBSedJan11_10002258,Fe-S oxidoreductase,3300000865,"Hot spring sediment from Gongxiaoshe in Tengchong, China (*) (MER-FS) (assembled)",1,GxsBSedJan11_1000225,63002,14,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,KO:K03423======,,3300000865_15,1367716,1538
7,Ga0209381_1000692,3300025161,96.59,1.14,HQ,,,Bacteria,3300025161 assembled Ga0209381_100069211,3300025161 assembled Ga0209381_100069211,Ga0209381_100069211,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300025161,"Hot spring sediment bacterial and archeal communities from British Columbia, Canada, to study Microbial Dark Matter (Phase II) - Dewar Creek DC9 2012 metaG (SPAdes) (*) (MER-FS) (assembled)",1,Ga0209381_1000692,73365,27,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300025161_7,6267962,4735
8,Ga0209381_1000885,3300025161,97.73,1.14,HQ,,,Bacteria,3300025161 assembled Ga0209381_10008852,3300025161 assembled Ga0209381_10008852,Ga0209381_10008852,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300025161,"Hot spring sediment bacterial and archeal communities from British Columbia, Canada, to study Microbial Dark Matter (Phase II) - Dewar Creek DC9 2012 metaG (SPAdes) (*) (MER-FS) (assembled)",1,Ga0209381_1000885,58799,58,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300025161_8,5813233,4457
11,Ga0197144_100258,3300020145,97.5,3.47,MQ,,,Archaea;Thaumarchaeota,3300020145 assembled Ga0197144_10025827,3300020145 assembled Ga0197144_10025827,Ga0197144_10025827,"Radical SAM superfamily enzyme YgiQ, UPF0313 family",3300020145,"Sediment microbial communities from Great Boiling Springs, Gerlach, Nevada, United States - GBS 85_MetaG (*) (MER-FS) (assembled)",1,Ga0197144_100258,26399,29,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300020145_12,1308258,1575
